"region","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Уральский федеральный округ","170163","231655.2","298638.2","381195.9","493156","656692.2","866635.3","1128828.6","1494728.4","1480465.5","1611277.5","1840346.2","2065036.2","2302653","2435413.2","2484078.2","2475431.2","2555718.5","2706558.5","2849230.5","2828393","3159059","3400051.8"
"Курганская область","8490.5","11329.4","14519.2","18091.4","23283.6","29271.3","39879.4","54618.3","73300.5","68309.3","72494.6","80001.5","87381.2","94898.3","102280.8","105765.5","104329.3","108661.6","114416.9","120321.2","121234.7","133013.2","148147.2"
"Свердловская область","58666","80787.3","107717.9","134139","179044.9","236855.1","303375.7","401294.2","527212","553186","646015.8","764558.3","858801.4","953972.8","998642.6","1035793","1054176.6","1078233.8","1130702","1196946.9","1117561.6","1227763.2","1321049.2"
"Тюменская область","63358.6","86579.7","109663","146362.5","186292.6","243614","324693.8","421225","553251.8","510666.4","519347.3","574436.3","653156.9","747381","795674.6","829441.3","823248.8","876414","942830.1","981867.9","990684.5","1113530.4","1164028.6"
"Ханты-Мансийский авт. округ - Югра","29464.2","41555.3","53184.1","75723.7","98850.4","128935.1","172428.3","223984.2","288415.5","259453.2","253891.6","271930.8","303132.9","341358","359505.8","370923.1","366782","394612.6","420592","437521.8","433936.7","489800.1","509203"
"Ямало-Ненецкий авт. округ","12998.6","17386.8","22089.6","27021.4","34896.2","47788.4","61973.3","78193.8","100301.8","88526.7","87533.5","98810.6","108558.7","119857.3","127136.2","131876.2","122658.4","127666.2","138460.3","142232","143588.3","161413.3","175388.7"
"Тюменская область без авт. округов","","","","","","","","","","","","","","286165.7","309032.6","326642","333808.4","354135.1","383777.9","402114.1","413159.5","462317","479436.9"
"Челябинская область","39648","52958.8","66738.1","82603","104534.9","146951.8","198686.4","251691.1","340964.1","348303.8","373419.8","421350.1","465696.8","506401","538815.2","513078.5","493676.5","492409","518609.5","550094.6","598912.1","684752.2","766826.7"
"Сибирский федеральный округ","257687","339770.5","429809.5","528960.9","653543.6","820481.2","1027581.1","1275824","1616255","1598045.9","1768915","2064138.2","2330901.2","2555023.8","2696933.5","2740453.8","2797007.8","2920193.5","2738913.8","2945966.5","2944584","3419912.2","3843441.2"
"Республика Алтай","1303.1","1779.4","2189","2807.3","3351.9","3960.9","5165.1","7302.7","10556.5","10896.1","12097.6","14312","15825.9","17721.1","20730.2","21648.2","22833.4","24371.4","25989.4","29033.6","29854.1","36390.5","42594.5"
"Республика Тыва","1787.3","2306.4","2910.2","3581.4","4501.4","5598.1","6742.1","7947.7","9348","10244","11851.3","13741.6","15169.4","16829.8","18785.7","21581.3","21490.9","22139.9","23653.4","26164.5","25297.4","29661.5","34058.3"
"Республика Хакасия","5733","6950.9","7732.5","9250.7","10756.6","12240.7","16182.4","21313","27587.3","31743.7","36881.6","46034","56540.9","60791.2","65891.3","73611.5","74645","79163.2","83893.5","91091.9","93608.5","103162.8","109363.6"
"Алтайский край","24402.4","32310.9","41368.9","53126.6","66261.2","82057","105612.1","132859.9","171986.3","159003.2","180376.9","218077.2","254124.7","282804.2","306526.3","321229.5","326858.6","339235.3","352257.4","370868.3","354328.4","397846","469245.2"
"Красноярский край","48608.6","63365.3","75906.2","89835.7","105790.3","126622.7","162543.3","213665.2","276011.9","279179.1","312290.6","361606.8","423839.8","462064.7","490612.6","473397.6","502075.8","511024.3","537966.9","578805.8","563311.6","636026.7","693852.3"
"Иркутская область","41524.6","50246.8","58011","67486.4","83554.6","104303.8","128017","151289.1","192059.1","191358.8","197271.8","225845.8","249988.4","266525.9","285855.7","290845.1","305112.1","321971.7","348024.9","384461.1","392925","473295.1","524275.9"
"Кемеровская область","38370.7","54818.3","72562.6","88177.8","110583.6","140904.3","178978.9","223710.2","273833.6","234237.1","258977.1","287279.5","317748.2","344841.8","335091.6","343368","339146.6","355028.2","376622","402503.5","404872.5","460981.7","521867.5"
"Новосибирская область","39643.5","52248.2","68011.7","82946.8","104233.9","139864.1","176559.3","213552.2","271532.9","278436.8","311987.1","368292.5","398830.9","433531.1","461744.4","444352.9","449992.5","473396.5","501403.3","535148.3","550103.8","671856.5","782567"
"Омская область","22281.1","30663.8","41798.4","54124.7","66507.5","83375","101514.1","128358.7","164345.3","167764.2","185228.6","228594.6","263914.9","294569.8","314167.9","306692.1","291862.4","316727.7","330565.4","356465","355778.5","400794.1","429780.3"
"Томская область","13081","16227","21743","28786.7","36714.4","46731","56651.2","64377.9","75370.4","75654.3","82485.3","93050.3","105186.2","118013.2","123369.2","134226","141343.8","148097.7","158537.5","171424.5","174504.2","209897.4","235836.6"
"Дальневосточный федеральный округ","97588","125401.7","155140.4","191149.2","232339.7","287615.5","353612.5","421960.4","524636.7","594223.3","657053.7","742007.8","818417.2","922701.8","1043238.6","1188602.2","1248760.2","1315064.6","1743640.1","1878531.4","1906719.1","2145033.5","2422722"
"Республика Бурятия","10968.6","14546.4","18006.4","22318.4","27745","35339.8","42269.5","54454.5","68253.8","75365.9","85436.4","100937.9","113573.1","130418.4","138124.8","162560.7","167899.9","170864.5","177121.9","189113","196887.7","219448.7","241760.5"
"Республика Саха (Якутия)","20189.1","24380.4","29226.5","40286.4","45112.5","52313","63640.9","74069","87843.1","100238.8","109117.9","119573.3","129122.9","142854.7","165817.9","188484.6","203555","212662.7","228740.2","246913.7","244908.9","280354.7","316353.8"
"Забайкальский край","9983.6","14307.1","19569.5","26518.5","33543.3","39483.8","47346.1","56992.9","75369.9","84162.7","94030.6","106366","116158.9","126912.5","136033.7","146940.7","153746.8","158173.1","164946.5","173507.3","174063.6","197766.6","228304.7"
"Камчатский край","7128.3","8486.8","9638.4","10897.1","12327.4","14422.2","17620.9","21616.3","26599.9","30602.9","33640.3","37669.6","40237.4","42367.9","45826.2","50432.4","52037.7","53971","57195.1","61972.9","63202.9","74835.7","86784.1"
"Приморский край","25181.7","33837.8","42346.4","51278.7","64628.5","84077.1","101577.9","120837.8","150010.4","164582","177504.5","195798.3","214571.2","248818.7","285901.4","341742.9","353985.1","375032.5","406297.1","447420.4","434689.3","509007.7","587608.8"
"Хабаровский край","20129.7","25795.1","33012.9","39440.5","48356.5","60479.8","74309.7","91404.3","110977.3","128533.2","144975.1","167132.3","184692.2","210413.5","239263","271562","291098.4","307592.8","324055.1","345885.7","363655.6","391443.8","429470.3"
"Амурская область","11433.4","13562","15613","18226.6","23591.6","28480.7","35042.4","41872","53929.1","59490.8","66934.6","86004.3","104207.1","118288.3","132756.4","147412.6","153931.1","161648","170850.7","182953.4","192739.8","214996.6","245630.1"
"Магаданская область","2931.6","3754.8","4446.6","5310.6","5954.4","7047.7","8338.1","9876.7","11390","13197.6","14742.8","17002.4","19380.2","23214.5","26062.9","27640.5","29562.5","30929.8","32286.4","33788.9","34314.1","40021.5","45850.6"
"Сахалинская область","7990","11817.2","15568.3","19232.3","24400.3","31441.6","42580.4","50352.4","68244.4","79158.4","89488.1","97388.9","103393.4","112666.5","122551.3","132950.3","134731.7","141532.5","148497.4","160179.7","164968.8","176676","194983.7"
"Еврейская авт. область","1786.3","2519.4","3500.8","4467.4","5835.9","7196.1","8125.9","9181.1","11349.1","13423.1","14897.3","15456.2","17049.3","18594.5","19863.4","22368.5","22159.4","22582.5","24075.7","26309.7","26453.9","29247.4","32448.7"
"Чукотский авт. округ","817.9","1248.2","1787.5","2009.6","2132.6","2157.3","2376.3","2750.8","4293.4","4996.5","5753.1","5982.5","5763.5","5483.2","5196.1","6008.4","7699.4","9112.8","9573.8","10486.7","10834.5","11234.8","13526.8"
